"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","LogSalePrice","QualityGroup","SizeGroup","Cluster","Age","Qual_LivArea","SalePriceCat"
420,20,"RL",65,8450,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",775,"Unf",0,281,1056,"GasA","Ex","Y","SBrkr",1056,0,0,1056,1,0,1,0,3,1,"TA",6,"Typ",1,"Fa","Attchd",1968,"Unf",1,304,"TA","TA","Y",0,85,184,0,0,0,0,7,2010,"WD","Normal",142000,11.8635823365834,"Media","Mediana",3,42,5280,"media"
421,90,"RM",78,7060,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",200,"TA","Gd","PConc","Gd","Gd","Gd","GLQ",1309,"Unf",0,35,1344,"GasA","Ex","Y","SBrkr",1344,0,0,1344,2,0,2,0,2,2,"TA",8,"Typ",0,"None","Attchd",1997,"Fin",4,784,"TA","TA","Y",0,0,0,0,0,0,0,11,2008,"WD","Alloca",206300,12.2370866990593,"Media","Mediana",1,11,9408,"cara"
422,20,"RL",69,16635,"Pave","IR1","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2000,"Gable","CompShg","CemntBd","CmentBd","Stone",126,"Gd","TA","CBlock","Gd","TA","No","ALQ",1246,"Unf",0,356,1602,"GasA","Gd","Y","SBrkr",1602,0,0,1602,0,1,2,0,3,1,"Gd",8,"Typ",1,"TA","Attchd",1977,"Fin",2,529,"TA","TA","Y",240,0,0,0,0,0,0,6,2009,"WD","Normal",215000,12.2783933071098,"Media","Mediana",2,32,9612,"cara"
425,20,"RL",72,9000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",74,"TA","TA","CBlock","Gd","TA","No","LwQ",616,"Unf",0,580,1196,"GasA","Gd","Y","FuseA",1196,0,0,1196,1,0,1,0,2,1,"TA",6,"Typ",1,"Gd","Attchd",1956,"RFn",1,297,"TA","TA","Y",0,44,0,0,0,0,0,5,2008,"WD","Normal",139000,11.8422292121128,"Media","Mediana",3,52,7176,"barata"
426,60,"RM",60,3378,"Pave","Reg","HLS","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1946,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,651,651,"GasA","Gd","Y","SBrkr",707,682,0,1389,0,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Detchd",1947,"Unf",1,240,"TA","TA","P",0,0,126,0,0,0,0,9,2009,"WD","Normal",135000,11.8130300574206,"Media","Mediana",3,63,9723,"barata"
427,80,"RL",69,12800,"Pave","Reg","Low","AllPub","Inside","Mod","SawyerW","Norm","Norm","1Fam","SLvl",7,5,1989,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",145,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1518,"Unf",0,0,1518,"GasA","Gd","Y","SBrkr",1644,0,0,1644,1,1,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1989,"Fin",2,569,"TA","TA","Y",80,0,0,0,396,0,0,8,2009,"WD","Normal",275000,12.5245263766487,"Media","Mediana",2,20,11508,"cara"
428,20,"RL",77,8593,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1957,1957,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",288,"Unf",0,619,907,"GasA","Ex","Y","SBrkr",907,0,0,907,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd",1964,"Unf",1,352,"TA","TA","Y",0,0,0,0,0,0,0,7,2008,"WD","Normal",109008,11.5991765530135,"Baja","Pequeña",3,51,3628,"barata"
430,20,"RL",130,11457,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1988,1988,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Mn","GLQ",1005,"Unf",0,387,1392,"GasA","TA","Y","SBrkr",1412,0,0,1412,1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",1988,"Unf",2,576,"TA","TA","Y",0,0,169,0,0,0,0,3,2009,"WD","Normal",175000,12.0725412529057,"Media","Mediana",2,21,8472,"media"
431,160,"RM",21,1680,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",232,"TA","TA","CBlock","TA","TA","No","ALQ",387,"Unf",0,96,483,"GasA","TA","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"TA",4,"Typ",0,"None","Detchd",1971,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,0,7,2008,"COD","Abnorml",85400,11.3551013797767,"Media","Pequeña",3,37,5922,"barata"
432,50,"RM",60,5586,"Pave","IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin",6,7,1920,1998,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,901,901,"GasA","Gd","Y","SBrkr",1088,110,0,1198,0,0,1,0,4,1,"TA",7,"Typ",0,"None","None",NA,NA,0,0,NA,NA,"N",0,98,0,0,0,0,0,9,2008,"ConLD","Abnorml",79900,11.2885311317544,"Media","Mediana",3,88,7188,"barata"
435,180,"RM",21,1890,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,7,1972,1972,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","Gd","TA","Av","ALQ",495,"Unf",0,135,630,"GasA","Gd","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"TA",3,"Typ",0,"None","None",NA,NA,0,0,NA,NA,"Y",88,0,0,0,0,0,0,6,2008,"WD","Normal",81000,11.3022044336546,"Baja","Pequeña",3,36,2520,"barata"
437,50,"RM",40,4400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1920,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,648,648,"GasA","TA","Y","FuseA",734,384,0,1118,0,0,1,0,2,1,"TA",6,"Typ",0,"None","Detchd",1990,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,0,10,2006,"WD","Normal",116000,11.6613454700885,"Media","Mediana",2,86,6708,"barata"
438,45,"RM",50,6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",6,7,1926,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","TA","TA","No","Unf",0,"Unf",0,884,884,"GasA","Gd","Y","SBrkr",904,0,0,904,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1926,"Unf",1,180,"TA","TA","Y",0,0,105,0,0,0,0,1,2009,"WD","Normal",119000,11.6868787720937,"Media","Pequeña",3,83,5424,"barata"
439,30,"RL",40,4280,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,6,1913,2002,"Gable","CompShg","WdShing","Stucco","None",0,"TA","TA","PConc","TA","TA","No","LwQ",365,"Unf",0,75,440,"GasA","TA","N","SBrkr",694,0,0,694,0,0,1,0,2,1,"Gd",4,"Typ",1,"Gd","Detchd",1990,"Unf",1,352,"Gd","TA","P",0,0,34,0,0,0,0,3,2007,"WD","Normal",90350,11.4114462960204,"Media","Pequeña",3,94,3470,"barata"
441,20,"RL",105,15431,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",200,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1767,"ALQ",539,788,3094,"GasA","Ex","Y","SBrkr",2402,0,0,2402,1,0,2,0,2,1,"Ex",10,"Typ",2,"Gd","Attchd",2008,"Fin",3,672,"TA","TA","Y",0,72,0,0,170,0,0,4,2009,"WD","Normal",555000,13.2267233927286,"Alta","Grande",1,1,24020,"cara"
443,50,"RM",52,6240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1930,1992,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,1078,1078,"GasA","TA","Y","SBrkr",1128,445,0,1573,0,0,2,0,3,1,"TA",8,"Typ",1,"Gd","Detchd",1930,"Unf",2,360,"TA","TA","P",0,0,0,0,0,0,0,6,2008,"WD","Normal",162900,12.0008917945901,"Media","Mediana",2,78,7865,"media"
444,120,"RL",53,3922,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","CompShg","WdShing","Wd Shng","BrkFace",72,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1258,1258,"GasA","Ex","Y","SBrkr",1258,0,0,1258,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"Fin",3,648,"TA","TA","Y",144,16,0,0,0,0,0,6,2007,"New","Partial",172500,12.0581525154536,"Media","Mediana",2,1,8806,"media"
447,20,"RL",137,16492,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","PosA","Norm","1Fam","1Story",6,6,1966,2002,"Gable","CompShg","BrkFace","Plywood","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",247,"Rec",713,557,1517,"GasA","Ex","Y","SBrkr",1888,0,0,1888,0,0,2,1,2,1,"Gd",6,"Mod",1,"Gd","Attchd",1966,"Fin",2,578,"TA","TA","Y",0,0,0,0,0,0,0,6,2010,"WD","Normal",190000,12.1547793511426,"Media","Mediana",2,44,11328,"media"
450,50,"RM",50,6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",3,7,1948,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",331,"Unf",0,318,649,"GasA","Ex","Y","SBrkr",679,504,0,1183,0,0,1,1,2,1,"TA",6,"Typ",0,"None","Detchd",1981,"Unf",1,308,"TA","TA","Y",0,176,0,0,0,0,0,6,2007,"WD","Normal",120000,11.6952470217642,"Baja","Mediana",3,59,3549,"barata"
451,30,"RM",70,5684,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,8,1930,2005,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,813,813,"GasA","Ex","Y","FuseA",813,0,0,813,0,0,1,0,2,1,"Gd",5,"Typ",0,"None","Detchd",1932,"Unf",1,270,"Fa","Fa","N",0,113,0,0,0,0,0,6,2006,"WD","Normal",110000,11.6082356447746,"Media","Pequeña",3,76,4878,"barata"
452,20,"RL",62,70761,"Pave","IR1","Low","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",7,5,1975,1975,"Gable","WdShngl","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",655,"Unf",0,878,1533,"GasA","TA","Y","SBrkr",1533,0,0,1533,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd",1975,"Unf",2,576,"TA","TA","Y",200,54,0,0,0,0,0,12,2006,"WD","Normal",280000,12.5425448821514,"Media","Mediana",2,31,10731,"cara"
455,90,"RL",63,9297,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","1Story",5,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",1606,"Unf",0,122,1728,"GasA","TA","Y","SBrkr",1728,0,0,1728,2,0,2,0,4,2,"TA",8,"Typ",0,"None","Detchd",1976,"Unf",2,560,"TA","TA","Y",0,0,0,0,0,0,0,7,2006,"WD","Family",188000,12.1441972418121,"Media","Mediana",2,30,8640,"media"
456,20,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Hip","CompShg","HdBoard","HdBoard","BrkFace",320,"TA","TA","CBlock","TA","TA","No","ALQ",916,"Unf",0,326,1242,"GasA","Fa","Y","SBrkr",1242,0,0,1242,0,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1973,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,0,9,2007,"WD","Normal",175500,12.0753943218881,"Media","Mediana",2,34,8694,"media"
458,20,"RL",69,53227,"Pave","IR1","Low","AllPub","CulDSac","Mod","ClearCr","Norm","Norm","1Fam","1Story",4,6,1954,1994,"Flat","Tar&Grv","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","BLQ",1116,"Unf",0,248,1364,"GasA","Ex","Y","SBrkr",1663,0,0,1663,1,0,1,0,2,1,"Gd",6,"Min1",2,"Gd","Attchd",1954,"Fin",2,529,"TA","TA","Y",224,137,0,0,0,0,0,3,2008,"WD","Normal",256000,12.4529327234617,"Baja","Mediana",2,54,6652,"cara"
460,50,"RL",69,7015,"Pave","IR1","Bnk","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,4,1950,1950,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",161,"TA","TA","CBlock","TA","TA","No","LwQ",185,"Unf",0,524,709,"GasA","TA","Y","SBrkr",979,224,0,1203,1,0,1,0,3,1,"Gd",5,"Typ",1,"TA","Detchd",1950,"Unf",1,352,"TA","TA","Y",0,0,248,0,0,0,0,7,2009,"WD","Normal",110000,11.6082356447746,"Media","Mediana",3,59,6015,"barata"
462,70,"RL",60,7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","2Story",7,9,1936,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","PConc","Gd","Gd","No","ALQ",350,"BLQ",210,0,560,"GasA","Ex","Y","SBrkr",575,560,0,1135,1,0,1,0,3,1,"Gd",6,"Typ",0,"None","Detchd",1971,"RFn",2,576,"TA","TA","Y",256,0,0,0,0,0,0,4,2009,"WD","Normal",155000,11.9511803959014,"Media","Mediana",2,73,7945,"media"
464,70,"RL",74,11988,"Pave","IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",6,7,1934,1995,"Hip","CompShg","Stucco","Stucco","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",326,"Unf",0,389,715,"GasA","Fa","Y","FuseA",849,811,0,1660,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Detchd",1939,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,0,8,2008,"WD","Normal",188700,12.1479137313566,"Media","Mediana",3,74,9960,"media"
467,20,"RL",85,10628,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,5,1970,1970,"Flat","Tar&Grv","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","Gd","Gd","GLQ",778,"Unf",0,499,1277,"GasA","TA","Y","SBrkr",1277,0,0,1277,1,0,1,0,2,1,"TA",5,"Typ",1,"Po","Attchd",1970,"Unf",2,526,"TA","TA","Y",0,0,0,0,176,0,0,4,2007,"WD","Normal",167000,12.0257490913989,"Media","Mediana",2,37,8939,"media"
468,70,"RL",79,9480,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","2Story",5,7,1942,1995,"Gable","CompShg","MetalSd","MetalSd","Stone",224,"TA","TA","CBlock","TA","TA","No","LwQ",386,"Unf",0,342,728,"GasA","Ex","Y","SBrkr",888,756,0,1644,0,0,1,1,3,1,"Gd",7,"Typ",2,"Gd","Attchd",1942,"Unf",1,312,"TA","TA","Y",168,0,0,0,0,0,0,6,2007,"WD","Normal",146500,11.8947807074393,"Media","Mediana",3,65,8220,"media"
469,20,"RL",98,11428,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",248,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1626,1626,"GasA","Ex","Y","SBrkr",1634,0,0,1634,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,866,"TA","TA","Y",0,44,0,0,0,0,0,5,2007,"WD","Normal",250000,12.4292161968444,"Alta","Mediana",1,1,13072,"cara"
471,120,"RL",69,6820,"Pave","IR1","Lvl","AllPub","Corner","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",368,"BLQ",1120,0,1488,"GasA","TA","Y","SBrkr",1502,0,0,1502,1,0,1,1,1,1,"Gd",4,"Typ",0,"None","Attchd",1985,"RFn",2,528,"TA","TA","Y",0,54,0,0,140,0,0,6,2010,"WD","Normal",212000,12.2643415536542,"Alta","Mediana",1,25,12016,"cara"
472,60,"RL",92,11952,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","PosA","Norm","1Fam","2Story",7,6,1977,1977,"Mansard","WdShake","WdShing","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,808,808,"GasA","TA","Y","SBrkr",1161,808,0,1969,0,0,2,1,3,1,"TA",8,"Typ",1,"Gd","Attchd",1977,"RFn",2,534,"TA","TA","Y",0,0,0,0,276,0,0,11,2007,"WD","Normal",190000,12.1547793511426,"Media","Mediana",2,30,13783,"media"
473,180,"RM",35,3675,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","SLvl",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",80,"TA","TA","PConc","Gd","TA","Gd","GLQ",459,"Unf",0,88,547,"GasA","Ex","Y","SBrkr",1072,0,0,1072,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Basment",2005,"RFn",2,525,"TA","TA","Y",0,28,0,0,0,0,0,6,2008,"WD","Normal",148000,11.9049675527463,"Media","Mediana",2,3,6432,"media"
475,120,"RL",41,5330,"Pave","Reg","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2000,2000,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",1196,"Unf",0,298,1494,"GasA","Ex","Y","SBrkr",1652,0,0,1652,1,0,2,0,2,1,"Ex",6,"Typ",0,"None","Attchd",2000,"RFn",2,499,"TA","TA","Y",96,48,0,0,0,0,0,8,2007,"WD","Normal",251000,12.4332082181139,"Alta","Mediana",1,7,13216,"cara"
476,20,"RL",80,8480,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",630,"Unf",0,340,970,"GasA","TA","Y","SBrkr",970,0,0,970,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1996,"Unf",2,624,"TA","TA","Y",0,24,0,0,192,0,0,7,2007,"WD","Normal",132500,11.7943379244084,"Media","Pequeña",3,44,4850,"barata"
477,20,"RL",75,13125,"Pave","Reg","Lvl","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",215,"TA","TA","PConc","Gd","TA","Gd","GLQ",994,"Unf",0,484,1478,"GasA","Ex","Y","SBrkr",1493,0,0,1493,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1997,"Fin",2,508,"TA","TA","Y",140,39,0,0,0,0,0,4,2008,"WD","Normal",208900,12.2496109475447,"Media","Mediana",2,11,8958,"cara"
479,20,"RL",79,10637,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",336,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1288,"Unf",0,417,1705,"GasA","Ex","Y","SBrkr",1718,0,0,1718,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",3,826,"TA","TA","Y",208,44,0,0,0,0,0,9,2009,"WD","Normal",297000,12.6014874177848,"Alta","Mediana",1,2,13744,"cara"
480,30,"RM",50,5925,"Pave","Reg","Bnk","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,7,1937,2000,"Hip","CompShg","Stucco","Stucco","BrkCmn",435,"TA","TA","BrkTil","Fa","TA","No","Rec",168,"Unf",0,739,907,"GasA","TA","Y","SBrkr",1131,0,0,1131,0,0,1,0,2,1,"TA",7,"Typ",0,"None","Detchd",1995,"Unf",2,672,"TA","TA","Y",0,72,0,0,0,0,0,3,2007,"WD","Alloca",89471,11.40166982941,"Baja","Mediana",3,70,4524,"barata"
481,20,"RL",98,16033,"Pave","IR1","Lvl","AllPub","FR2","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",378,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1261,"Unf",0,572,1833,"GasA","Ex","Y","SBrkr",1850,0,0,1850,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2004,"Fin",3,772,"TA","TA","Y",519,112,0,0,0,0,0,3,2006,"WD","Normal",326000,12.6946526603488,"Alta","Mediana",1,2,16650,"cara"
482,20,"RL",72,11846,"Pave","IR1","HLS","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",562,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1567,"Unf",0,225,1792,"GasA","Ex","Y","SBrkr",1792,0,0,1792,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2003,"Fin",3,874,"TA","TA","Y",206,49,0,0,0,0,0,8,2006,"WD","Normal",374000,12.8320110763967,"Alta","Mediana",1,3,16128,"cara"
483,70,"RM",50,2500,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1915,2005,"Gable","CompShg","Stucco","Stucco","None",0,"Gd","TA","PConc","TA","TA","No","ALQ",299,"Unf",0,611,910,"GasA","Ex","Y","SBrkr",916,910,0,1826,1,0,1,1,4,1,"Ex",7,"Min2",1,"Gd","Attchd",1915,"Unf",1,164,"Fa","Fa","Y",0,0,0,0,0,0,0,6,2009,"WD","Normal",155000,11.9511803959014,"Media","Mediana",2,94,12782,"media"
485,20,"RL",69,7758,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1962,2001,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",588,"Unf",0,411,999,"GasA","Gd","Y","SBrkr",999,0,0,999,1,0,1,0,3,1,"Gd",6,"Typ",0,"None","Detchd",1963,"Unf",1,264,"TA","TA","Y",0,132,0,0,0,0,0,3,2007,"WD","Normal",132500,11.7943379244084,"Media","Pequeña",3,45,4995,"barata"
486,20,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1950,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",607,"Unf",0,506,1113,"GasA","Gd","Y","SBrkr",1113,0,0,1113,0,0,1,0,3,1,"Gd",5,"Typ",1,"Gd","Attchd",1950,"Unf",1,264,"TA","TA","Y",0,80,120,0,0,0,0,7,2009,"WD","Normal",147000,11.8981878657609,"Media","Mediana",3,59,5565,"media"
487,20,"RL",79,10289,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1965,1965,"Hip","CompShg","MetalSd","MetalSd","BrkFace",168,"TA","TA","CBlock","TA","TA","No","ALQ",836,"Unf",0,237,1073,"GasA","TA","Y","SBrkr",1073,0,0,1073,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd",1965,"RFn",2,515,"TA","TA","Y",0,0,0,0,0,0,0,6,2007,"WD","Normal",156000,11.9576112862317,"Media","Mediana",2,42,5365,"media"
488,20,"RL",70,12243,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1971,1971,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",998,"Unf",0,486,1484,"GasA","Gd","Y","SBrkr",1484,0,0,1484,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1971,"Unf",2,487,"TA","TA","Y",224,0,0,0,180,0,0,2,2007,"WD","Normal",175000,12.0725412529057,"Media","Mediana",2,36,7420,"media"
490,180,"RM",21,1526,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,8,1970,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","Gd","TA","Av","GLQ",515,"Unf",0,115,630,"GasA","TA","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"Gd",3,"Typ",0,"None","Attchd",1970,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,0,5,2009,"WD","Normal",86000,11.3621025752356,"Baja","Pequeña",3,39,2520,"barata"
492,50,"RL",79,9490,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,7,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",403,"Rec",165,238,806,"GasA","TA","Y","FuseA",958,620,0,1578,1,0,1,0,3,1,"Fa",5,"Typ",2,"TA","Attchd",1941,"Unf",1,240,"TA","TA","Y",0,0,32,0,0,0,0,8,2006,"WD","Normal",133000,11.7981044072039,"Media","Mediana",3,65,9468,"barata"
